38.9845791100,38.9845791100,38.9845784000,38.9845784000,1.0
38.9845784000,38.9845784000,38.9845733800,38.9845733800,1.0
38.9845733800,38.9845733800,38.9845667700,38.9845667700,1.0
38.9845667700,38.9845667700,38.9845595300,38.9845595300,1.0
38.9845595300,38.9845595300,38.9845517400,38.9845517400,1.0
38.9845517400,38.9845517400,38.9845434700,38.9845434700,1.0
38.9845434700,38.9845434700,38.9845341900,38.9845341900,1.0
38.9845341900,38.9845341900,38.9845266400,38.9845266400,1.0
38.9845266400,38.9845266400,38.9845224700,38.9845224700,1.0
38.9845224700,38.9845224700,38.9845209100,38.9845209100,1.0
38.9845209100,38.9845209100,38.9845207900,38.9845207900,1.0
38.9845207900,38.9845207900,38.9845191700,38.9845191700,1.0
38.9845191700,38.9845191700,38.9845129900,38.9845129900,1.0
38.9845129900,38.9845129900,38.9845044100,38.9845044100,1.0
38.9845044100,38.9845044100,38.9844938700,38.9844938700,1.0
38.9844938700,38.9844938700,38.9844814100,38.9844814100,1.0
38.9844814100,38.9844814100,38.9844673300,38.9844673300,1.0
38.9844673300,38.9844673300,38.9844562700,38.9844562700,1.0
38.9844562700,38.9844562700,38.9844475800,38.9844475800,1.0
38.9844475800,38.9844475800,38.9844390500,38.9844390500,1.0
38.9844390500,38.9844390500,38.9844285700,38.9844285700,1.0
38.9844285700,38.9844285700,38.9844159200,38.9844159200,1.0
38.9844159200,38.9844159200,38.9844034200,38.9844034200,1.0
38.9844034200,38.9844034200,38.9843913700,38.9843913700,1.0
38.9843913700,38.9843913700,38.9843806700,38.9843806700,1.0
38.9843806700,38.9843806700,38.9843701800,38.9843701800,1.0
38.9843701800,38.9843701800,38.9843611300,38.9843611300,1.0
38.9843611300,38.9843611300,38.9843540400,38.9843540400,1.0
38.9843540400,38.9843540400,38.9843496100,38.9843496100,1.0
38.9843496100,38.9843496100,38.9843472600,38.9843472600,1.0
38.9843472600,38.9843472600,38.9843457800,38.9843457800,1.0
38.9843457800,38.9843457800,38.9843447700,38.9843447700,1.0
38.9843447700,38.9843447700,38.9843430100,38.9843430100,1.0
38.9843430100,38.9843430100,38.9843418600,38.9843418600,1.0
38.9843418600,38.9843418600,38.9843411200,38.9843411200,1.0
38.9843411200,38.9843411200,38.9843403300,38.9843403300,1.0
38.9843403300,38.9843403300,38.9843416000,38.9843416000,1.0
38.9843416000,38.9843416000,38.9843446000,38.9843446000,1.0
38.9843446000,38.9843446000,38.9843486500,38.9843486500,1.0
38.9843486500,38.9843486500,38.9843512500,38.9843512500,1.0
38.9843512500,38.9843512500,38.9843508600,38.9843508600,1.0
38.9843508600,38.9843508600,38.9843497100,38.9843497100,1.0
38.9843497100,38.9843497100,38.9843475300,38.9843475300,1.0
38.9843475300,38.9843475300,38.9843459100,38.9843459100,1.0
38.9843459100,38.9843459100,38.9843436500,38.9843436500,1.0
38.9843436500,38.9843436500,38.9843418300,38.9843418300,1.0
38.9843418300,38.9843418300,38.9843411100,38.9843411100,1.0
38.9843411100,38.9843411100,38.9843413300,38.9843413300,1.0
38.9843413300,38.9843413300,38.9843418500,38.9843418500,1.0
38.9843418500,38.9843418500,38.9843418100,38.9843418100,1.0
38.9843418100,38.9843418100,38.9843416900,38.9843416900,1.0
38.9843416900,38.9843416900,38.9843405900,38.9843405900,1.0
38.9843405900,38.9843405900,38.9843405400,38.9843405400,1.0
38.9843405400,38.9843405400,38.9843408200,38.9843408200,1.0
38.9843408200,38.9843408200,38.9843423000,38.9843423000,1.0
38.9843423000,38.9843423000,38.9843444900,38.9843444900,1.0
38.9843444900,38.9843444900,38.9843463600,38.9843463600,1.0
38.9843463600,38.9843463600,38.9843473300,38.9843473300,1.0
38.9843473300,38.9843473300,38.9843486400,38.9843486400,1.0
38.9843486400,38.9843486400,38.9843497400,38.9843497400,1.0
38.9843497400,38.9843497400,38.9843494900,38.9843494900,1.0
38.9843494900,38.9843494900,38.9843482700,38.9843482700,1.0
38.9843482700,38.9843482700,38.9843476000,38.9843476000,1.0
38.9843476000,38.9843476000,38.9843476700,38.9843476700,1.0
38.9843476700,38.9843476700,38.9843491200,38.9843491200,1.0
38.9843491200,38.9843491200,38.9843504300,38.9843504300,1.0
38.9843504300,38.9843504300,38.9843507200,38.9843507200,1.0
38.9843507200,38.9843507200,38.9843505800,38.9843505800,1.0
38.9843505800,38.9843505800,38.9843511800,38.9843511800,1.0
38.9843511800,38.9843511800,38.9843528800,38.9843528800,1.0
38.9843528800,38.9843528800,38.9843552200,38.9843552200,1.0
38.9843552200,38.9843552200,38.9843563200,38.9843563200,1.0
38.9843563200,38.9843563200,38.9843571300,38.9843571300,1.0
38.9843571300,38.9843571300,38.9843573500,38.9843573500,1.0
38.9843573500,38.9843573500,38.9843562800,38.9843562800,1.0
38.9843562800,38.9843562800,38.9843553500,38.9843553500,1.0
38.9843553500,38.9843553500,38.9843537900,38.9843537900,1.0
38.9843537900,38.9843537900,38.9843535900,38.9843535900,1.0
38.9843535900,38.9843535900,38.9843553700,38.9843553700,1.0
38.9843553700,38.9843553700,38.9843593600,38.9843593600,1.0
38.9843593600,38.9843593600,38.9843647700,38.9843647700,1.0
38.9843647700,38.9843647700,38.9843715300,38.9843715300,1.0
38.9843715300,38.9843715300,38.9843792300,38.9843792300,1.0
38.9843792300,38.9843792300,38.9843882700,38.9843882700,1.0
38.9843882700,38.9843882700,38.9843984300,38.9843984300,1.0
38.9843984300,38.9843984300,38.9844082900,38.9844082900,1.0
38.9844082900,38.9844082900,38.9844198700,38.9844198700,1.0
38.9844198700,38.9844198700,38.9844343700,38.9844343700,1.0
38.9844343700,38.9844343700,38.9844494200,38.9844494200,1.0
38.9844494200,38.9844494200,38.9844633700,38.9844633700,1.0
38.9844633700,38.9844633700,38.9844753000,38.9844753000,1.0
38.9844753000,38.9844753000,38.9844860600,38.9844860600,1.0
